"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"bl_mean_arm1";"bl_sd_arm1";"bl_n_arm1";"bl_mean_arm2";"bl_sd_arm2";"bl_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"n_sessions_arm1";"country";"age_group";"mean_age";"percent_women";"recruitment";"target_group";"rob";"rob_domain1";"rob_domain2";"rob_domain3";"rob_domain4";"rob_domain5";".id";".g";".g_se";"notes";"full_ref"
"96";"Gallego, 2011";"cbt";"wlc";NA;NA;"msd";"SADS";"self-report";12,3;2,26;10;11,4;3,2;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,8;5,14;10;8,2;5,94;10;"24";"17";"11";"6";2011;6;"post";"n";"ush";"ush";NA;"Europe";"adul";"39.29";0,683;"com";"adul";"High";"Some concerns";"High";"High";"Low";"Some concerns";"Gallego_2011_msd_SAD_post_NA_self-report_cbt_wlc_NA_NA";-0,311162917882905;0,450154250308563;NA;"Gallego, M. J., Gerardus Emmelkamp, P. M., van der Kooij, M., & Mees, H. (2011). The effects of a Dutch version of an Internet-based treatment program for fear of public speaking: A controlled study. Int J Clin Health Psychol, 11(3), 459-472. https://www.redalyc.org/pdf/337/33719289003.pdf"
"97";"Goldin, 2012";"cbt";"wlc";NA;NA;"msd";"LSAS-SR";"self-report";58,7;26,7;38;69,4;19,2;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88,3;18,7;38;77,6;17;37;"38";"37";"6";"5";2012;16;"post";"n";"ind";"ind";"16";"North America";"adul";"33.499000000000002";0,461;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Goldin_2012_msd_LSAS-SR_post_NA_self-report_cbt_wlc_NA_NA";0,454395716253578;0,23398321760768;NA;"Goldin, P. R., Ziv, M., Jazaieri, H., Werner, K., Kraemer, H., Heimberg, R. G., & Gross, J. J. (2012). Cognitive reappraisal self-efficacy mediates the effects of individual cognitive-behavioral therapy for social anxiety disorder. J Consult Clin Psychol, 80(6), 1034-1040. https://doi.org/10.1037/a0028555 "
"98";"Goldin, 2016";"3rd";"wlc";"3rd";"wlc";"msd";"LSAS-SR";"self-report";54,8;18,6;36;76,2;22,8;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91,9;19,9;36;88,3;16,1;36;"36";"36";"3";"2";2016;12;"post";"n";"grp";"grp";"12";"North America";"adul";"32.700000000000003";0,556;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Goldin_2016_msd_LSAS-SR_post_NA_self-report_3rd_wlc_3rd_wlc";1,01747760544285;0,250802720417206;NA;"Goldin, P. R., Morrison, A., Jazaieri, H., Brozovich, F., Heimberg, R., & Gross, J. J. (2016). Group CBT versus MBSR for social anxiety disorder: A randomized controlled trial. J Consult Clin Psychol, 84(5), 427-437. https://doi.org/10.1037/ccp0000092 "
"99";"Goldin, 2016";"cbt";"wlc";"cbt";"wlc";"msd";"LSAS-SR";"self-report";49;16,3;36;76,2;22,8;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91,8;17,9;36;88,3;16,1;36;"36";"36";"3";"2";2016;12;"post";"n";"grp";"grp";"12";"North America";"adul";"32.700000000000003";0,556;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Goldin_2016_msd_LSAS-SR_post_NA_self-report_cbt_wlc_cbt_wlc";1,3577111756186;0,261985884073667;NA;"Goldin, P. R., Morrison, A., Jazaieri, H., Brozovich, F., Heimberg, R., & Gross, J. J. (2016). Group CBT versus MBSR for social anxiety disorder: A randomized controlled trial. J Consult Clin Psychol, 84(5), 427-437. https://doi.org/10.1037/ccp0000092 "
"100";"Gruber, 2001";"cbt";"wlc";"cbt (CaCBGT)";"wlc";"msd";"FNE";"self-report";45,4;8,4;15;51,8;8;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48,8;9;18;53,8;4,6;18;"18";"18";"3";"1";2001;12;"post";"n";"grp";"grp";"12";"North America";"adul";"41.7";0,5185;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Gruber_2001_msd_FNE_post_NA_self-report_cbt_wlc_cbt(CaCBGT)_wlc";0,761824455339468;0,367469316465792;NA;"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full "
"101";"Gruber, 2001";"cbt";"wlc";"cbt (CBGT)";"wlc";"msd";"FNE";"self-report";40,7;11,8;14;51,8;8;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52,7;8;18;53,8;4,6;18;"18";"18";"4";"1";2001;12;"post";"n";"grp";"grp";"8";"North America";"adul";"41.7";0,5185;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Gruber_2001_msd_FNE_post_NA_self-report_cbt_wlc_cbt(CBGT)_wlc";1,09353589357024;0,388054926263381;NA;"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full "
"102";"Gruber, 2001";"cbt";"wlc";"cbt (CaCBGT)";"wlc";"msd";"SPAI";"self-report";96,2;18,8;15;111,3;25,8;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;102,8;19,6;18;109,1;27;18;"18";"18";"3";"1";2001;12;"post";"n";"grp";"grp";"12";"North America";"adul";"41.7";0,5185;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Gruber_2001_msd_SPAI_post_NA_self-report_cbt_wlc_cbt(CaCBGT)_wlc";0,645518325620877;0,36378862112947;NA;"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full "
"103";"Gruber, 2001";"cbt";"wlc";"cbt (CBGT)";"wlc";"msd";"SPAI";"self-report";75,6;29,9;14;111,3;25,8;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96,9;25,7;18;109,1;27;18;"18";"18";"4";"1";2001;12;"post";"n";"grp";"grp";"8";"North America";"adul";"41.7";0,5185;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Gruber_2001_msd_SPAI_post_NA_self-report_cbt_wlc_cbt(CBGT)_wlc";1,25459681600289;0,396254538414388;NA;"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full "
"104";"Gruber, 2001";"cbt";"wlc";"cbt (CaCBGT)";"wlc";"msd";"SPS";"self-report";22,1;14,7;15;31,5;12,7;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;15,8;18;32,9;13,5;18;"18";"18";"3";"1";2001;12;"post";"n";"grp";"grp";"12";"North America";"adul";"41.7";0,5185;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Gruber_2001_msd_SPS_post_NA_self-report_cbt_wlc_cbt(CaCBGT)_wlc";0,670311755122415;0,364525194199484;NA;"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full "
"105";"Gruber, 2001";"cbt";"wlc";"cbt (CBGT)";"wlc";"msd";"SPS";"self-report";17,7;11,8;14;31,5;12,7;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29;13,6;18;32,9;13,5;18;"18";"18";"4";"1";2001;12;"post";"n";"grp";"grp";"8";"North America";"adul";"41.7";0,5185;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Gruber_2001_msd_SPS_post_NA_self-report_cbt_wlc_cbt(CBGT)_wlc";1,09226600740323;0,387994105148544;NA;"Gruber, K., Moran, P. J., Roth, W. T., & Taylor, C. B. (2001). Computer-assisted cognitive behavioral group therapy for social phobia. Behavior Therapy, 32(1), 155‐165. https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00395686/full "
"106";"He, 2021";"3rd";"wlc";NA;NA;"msd";"LSAS-SR";"self-report";54,627906976744;15,255012066006;43;81,428571428571;14,008956816271;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82,232558139535;13,014345947568;43;78,928571428571;14,547471253129;42;"45";"45";"2";"3";2021;12;"post";"n";"grp";"grp";"12";"Asia";"adul";"26.57";0,553;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"He_2021_msd_LSAS-SR_post_NA_self-report_3rd_wlc_NA_NA";1,81247723007985;0,258349384449433;NA;"He, L., Han, W., & Shi, Z. (2021). The Effects of Mindfulness-Based Stress Reduction on Negative Self-Representations in Social Anxiety Disorder-A Randomized Wait-List Controlled Trial. Front Psychiatry, 12, 582333. https://doi.org/10.3389/fpsyt.2021.582333 "
"107";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"ADIS-R";"cr";3,4;0,88;28;4,32;0,94;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,56;1,05;28;5,45;1,23;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_ADIS-R_post_NA_cr_cbt_otherctr_NA_NA";0,996693109641836;0,286434269727899;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"108";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"FNE";"self-report";21,41;4,32;28;23,91;4,75;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,3;7,63;28;23;7,19;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_FNE_post_NA_self-report_cbt_otherctr_NA_NA";0,543305418981526;0,274795833568196;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"109";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"FQ-sp";"self-report";14,65;3,99;28;16,32;4,07;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;7,2;28;21,37;7,61;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_FQsp_post_NA_self-report_cbt_otherctr_NA_NA";0,408556620700359;0,272603836685098;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"110";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"FQ-SR";"self-report";3,37;0,35;28;4,42;0,42;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,76;1,86;28;5,07;1,94;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_FQsr_post_NA_self-report_cbt_otherctr_NA_NA";2,68202179846077;0,37422501907903;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"111";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"LSAS-pa";"cr";10,92;4,33;28;11,3;4,34;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,75;5,96;28;15,3;7,61;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_LSAS-pa_post_NA_cr_cbt_otherctr_NA_NA";0,0864140852544646;0,269853998501236;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"112";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"LSAS-pf";"cr";13,41;3,78;28;14,53;4,21;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,03;5,55;28;18,15;7,06;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_LSAS-pf_post_NA_cr_cbt_otherctr_NA_NA";0,276244899496574;0,271044677761305;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"113";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"LSAS-sa";"cr";9,93;4,83;28;11,72;5,11;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,14;7,68;28;15,12;8,2;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_LSAS-sa_post_NA_cr_cbt_otherctr_NA_NA";0,355088043031316;0,271902328557936;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"114";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"LSAS-sf";"cr";11,98;4,85;28;13,27;5,5;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,08;7,01;28;16,52;7,55;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_LSAS-sf_post_NA_cr_cbt_otherctr_NA_NA";0,245537976100265;0,27076803297251;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"115";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"SADS";"self-report";15,28;5,24;28;17,31;4,65;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,79;8,81;28;17,77;8,02;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_SADS_post_NA_self-report_cbt_otherctr_NA_NA";0,403508453758598;0,272533486672557;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"116";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"SCL90anx";"self-report";1,1;0,44;28;1,04;0,7;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,19;6,24;28;5,8;7,07;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_SCL90anx_post_NA_self-report_cbt_otherctr_NA_NA";-0,101585065224717;0,269903431442072;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"117";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"SCL90phob";"self-report";0,59;0,46;28;0,59;0,63;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,82;2,32;28;2,58;4,43;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_SCL90phob_post_NA_self-report_cbt_otherctr_NA_NA";0;0,269724531237562;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"118";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"Severity";"cr";3,78;0,66;28;4,05;0,76;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,75;0,91;28;4,97;0,92;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_Severity_post_NA_cr_cbt_otherctr_NA_NA";0,374444126593541;0,27214514086572;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"119";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"SIAS";"self-report";39,35;13,18;28;40,49;13,39;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41,76;18,4;28;45,87;17,8;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_SIAS_post_NA_self-report_cbt_otherctr_NA_NA";0,0846009769096353;0,269848623864124;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"120";"Heimberg, 1998";"cbt";"other ctr";NA;NA;"msd";"SPS";"self-report";25,84;10;28;24,33;7,55;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,29;17,01;28;30,23;18,02;27;"36";"33";"8";"6";1998;12;"post";"n";"grp";"grp";"12";"North America";"adul";"34.9";0,496;"oth";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Heimberg_1998_msd_SPS_post_NA_self-report_cbt_otherctr_NA_NA";-0,167571583051743;0,270211055326603;NA;"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133"
"121";"Himle, 2014";"cbt";"cau";NA;NA;"msd";"BAI";"self-report";11,34;9,54;29;24,72;17,1;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,69;12,83;29;22,9;14,73;29;"29";"29";"4";"4";2014;4;"post";"n";"grp";"grp";"12";"North America";"adul";"43.59";0,328;"oth";"stud/oth";"Some concerns";"Low";"Low";"Low";"Low";"Some concerns";"Himle_2014_msd_BAI_post_NA_self-report_cbt_cau_NA_NA";0,953346203593956;0,277517090564038;"unemployed homeless";"Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 "
"122";"Himle, 2014";"cbt";"cau";NA;NA;"msd";"FNE-B";"self-report";39,01;13,57;29;43,07;14,48;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46,59;12,83;29;45;13,19;29;"29";"29";"4";"4";2014;4;"post";"n";"grp";"grp";"12";"North America";"adul";"43.59";0,328;"oth";"stud/oth";"Some concerns";"Low";"Low";"Low";"Low";"Some concerns";"Himle_2014_msd_FNE-B_post_NA_self-report_cbt_cau_NA_NA";0,285438504168895;0,263983286096794;"unemployed homeless";"Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 "
"123";"Himle, 2014";"cbt";"cau";NA;NA;"msd";"LSAS";"cr";66,72;29,02;29;90,62;36,67;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84,31;31,51;29;87,59;26,33;29;"29";"29";"4";"4";2014;4;"post";"n";"grp";"grp";"12";"North America";"adul";"43.59";0,328;"oth";"stud/oth";"Some concerns";"Low";"Low";"Low";"Low";"Some concerns";"Himle_2014_msd_LSAS_post_NA_cr_cbt_cau_NA_NA";0,713052141539904;0,271051664161762;"unemployed homeless";"Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 "
"124";"Himle, 2014";"cbt";"cau";NA;NA;"msd";"Mini-SPIN";"cr";7,79;2,81;29;9,66;2,58;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,72;2,2;29;7,52;2,87;29;"29";"29";"4";"4";2014;4;"post";"n";"grp";"grp";"12";"North America";"adul";"43.59";0,328;"oth";"stud/oth";"Some concerns";"Low";"Low";"Low";"Low";"Some concerns";"Himle_2014_msd_MiniSPIN_post_NA_cr_cbt_cau_NA_NA";0,68392049462548;0,270385914557258;"unemployed homeless";"Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 "
